-1,49,41,42,43,44,45,46,47,48,40,3,7,20,27,12,21,31,49,41,42,43,44,45,46,47,48,5,18,9,28,35,24,15,39,49,41,42,43,44,45,46,47,48,26,19,4,22,11,34,36,10,49,41,42,43,44,45,46,47,48,38,2,23,16,13,6,33,29,49,41,42,43,44,45,46,47,48,32,30,14,1,37,25,17,8
-1,49,41,42,43,44,45,46,47,48,35,18,7,29,11,24,38,5,49,41,42,43,44,45,46,47,48,39,16,30,4,23,34,6,12,49,41,42,43,44,45,46,47,48,37,2,20,25,33,15,26,10,49,41,42,43,44,45,46,47,48,32,28,14,19,3,40,8,21,49,41,42,43,44,45,46,47,48,13,36,17,9,22,1,31,27
-1,49,41,42,43,44,45,46,47,48,39,17,28,12,7,3,22,32,49,41,42,43,44,45,46,47,48,33,16,9,11,27,40,4,24,49,41,42,43,44,45,46,47,48,15,20,5,36,26,8,34,25,49,41,42,43,44,45,46,47,48,23,10,13,29,19,2,35,38,49,41,42,43,44,45,46,47,48,18,31,37,1,21,6,14,30
-1,49,41,42,43,44,45,46,47,48,20,10,11,24,3,35,29,38,49,41,42,43,44,45,46,47,48,15,33,4,23,6,36,28,17,49,41,42,43,44,45,46,47,48,1,32,19,39,30,21,12,9,49,41,42,43,44,45,46,47,48,18,26,31,40,13,2,22,8,49,41,42,43,44,45,46,47,48,5,37,25,34,14,16,27,7
-1,49,41,42,43,44,45,46,47,48,6,36,27,23,17,12,5,33,49,41,42,43,44,45,46,47,48,37,29,11,21,19,4,34,8,49,41,42,43,44,45,46,47,48,38,35,9,20,13,24,30,2,49,41,42,43,44,45,46,47,48,26,16,7,25,15,31,1,40,49,41,42,43,44,45,46,47,48,32,10,18,39,28,3,22,14
-1,49,41,42,43,44,45,46,47,48,12,19,37,3,25,6,30,34,49,41,42,43,44,45,46,47,48,23,2,15,31,8,16,27,38,49,41,42,43,44,45,46,47,48,17,14,29,21,9,35,4,36,49,41,42,43,44,45,46,47,48,1,10,39,13,20,22,33,28,49,41,42,43,44,45,46,47,48,24,40,18,32,7,11,5,26
-1,49,41,42,43,44,45,46,47,48,10,11,40,5,21,20,35,28,49,41,42,43,44,45,46,47,48,25,29,2,19,8,15,38,34,49,41,42,43,44,45,46,47,48,32,7,18,26,22,14,1,39,49,41,42,43,44,45,46,47,48,13,31,17,4,6,37,24,27,49,41,42,43,44,45,46,47,48,16,9,12,3,30,33,23,36
-1,49,41,42,43,44,45,46,47,48,36,22,31,4,18,8,26,14,49,41,42,43,44,45,46,47,48,32,1,39,11,16,24,6,30,49,41,42,43,44,45,46,47,48,38,10,19,28,34,5,25,13,49,41,42,43,44,45,46,47,48,12,40,3,23,27,33,7,20,49,41,42,43,44,45,46,47,48,21,17,29,15,37,9,35,2
-1,49,41,42,43,44,45,46,47,48,31,30,38,14,22,20,4,6,49,41,42,43,44,45,46,47,48,25,13,3,34,36,26,7,16,49,41,42,43,44,45,46,47,48,24,10,12,5,29,18,32,39,49,41,42,43,44,45,46,47,48,33,2,15,27,37,9,21,19,49,41,42,43,44,45,46,47,48,40,28,17,11,35,23,1,8
-1,49,41,42,43,44,45,46,47,48,10,33,4,39,28,25,11,19,49,41,42,43,44,45,46,47,48,29,13,1,40,24,7,18,31,49,41,42,43,44,45,46,47,48,16,30,32,5,15,6,23,37,49,41,42,43,44,45,46,47,48,8,38,21,20,34,3,27,14,49,41,42,43,44,45,46,47,48,35,22,36,12,9,17,26,2
-1,49,41,42,43,44,45,46,47,48,31,13,1,29,17,40,9,21,49,41,42,43,44,45,46,47,48,12,10,19,23,37,34,28,4,49,41,42,43,44,45,46,47,48,24,16,3,36,11,35,30,6,49,41,42,43,44,45,46,47,48,14,20,38,33,27,7,2,25,49,41,42,43,44,45,46,47,48,26,18,5,39,15,22,32,8
-1,49,41,42,43,44,45,46,47,48,32,36,8,28,4,19,11,24,49,41,42,43,44,45,46,47,48,34,9,29,25,14,17,38,1,49,41,42,43,44,45,46,47,48,23,5,26,16,31,12,6,40,49,41,42,43,44,45,46,47,48,20,27,10,15,37,21,33,2,49,41,42,43,44,45,46,47,48,13,7,3,30,39,18,22,35
-1,49,41,42,43,44,45,46,47,48,40,6,21,14,1,35,26,16,49,41,42,43,44,45,46,47,48,3,36,13,20,8,30,34,25,49,41,42,43,44,45,46,47,48,28,39,2,31,17,11,9,22,49,41,42,43,44,45,46,47,48,37,18,5,10,27,33,24,15,49,41,42,43,44,45,46,47,48,38,4,12,32,23,29,7,19
-1,49,41,42,43,44,45,46,47,48,20,9,14,26,21,38,4,31,49,41,42,43,44,45,46,47,48,37,28,5,13,7,32,24,18,49,41,42,43,44,45,46,47,48,27,23,11,36,19,2,33,8,49,41,42,43,44,45,46,47,48,17,34,29,25,15,39,1,10,49,41,42,43,44,45,46,47,48,30,3,16,35,40,12,22,6
-1,49,41,42,43,44,45,46,47,48,15,27,6,31,36,2,21,16,49,41,42,43,44,45,46,47,48,25,10,18,35,28,13,40,4,49,41,42,43,44,45,46,47,48,24,38,3,14,30,8,33,19,49,41,42,43,44,45,46,47,48,1,23,7,11,26,32,20,39,49,41,42,43,44,45,46,47,48,34,5,17,29,22,9,12,37
-1,49,41,42,43,44,45,46,47,48,9,32,37,11,29,19,22,5,49,41,42,43,44,45,46,47,48,21,14,38,10,2,18,35,27,49,41,42,43,44,45,46,47,48,30,16,39,31,24,12,8,1,49,41,42,43,44,45,46,47,48,40,26,4,15,33,6,20,23,49,41,42,43,44,45,46,47,48,17,3,13,28,34,25,7,36
-1,49,41,42,43,44,45,46,47,48,39,1,34,29,17,7,22,12,49,41,42,43,44,45,46,47,48,21,31,20,14,10,4,27,36,49,41,42,43,44,45,46,47,48,15,40,9,30,2,19,23,32,49,41,42,43,44,45,46,47,48,5,6,13,28,35,16,38,24,49,41,42,43,44,45,46,47,48,26,3,11,37,33,18,8,25
-1,49,41,42,43,44,45,46,47,48,15,39,30,23,35,6,4,16,49,41,42,43,44,45,46,47,48,28,5,20,9,24,31,13,40,49,41,42,43,44,45,46,47,48,12,8,33,18,37,2,29,22,49,41,42,43,44,45,46,47,48,36,14,17,34,26,1,21,7,49,41,42,43,44,45,46,47,48,19,3,10,38,11,25,27,32
-1,49,41,42,43,44,45,46,47,48,19,8,22,27,2,37,31,14,49,41,42,43,44,45,46,47,48,20,13,10,39,21,33,4,30,49,41,42,43,44,45,46,47,48,32,28,5,23,40,16,15,6,49,41,42,43,44,45,46,47,48,29,35,25,12,36,3,18,9,49,41,42,43,44,45,46,47,48,7,38,17,34,26,1,11,24
-1,49,41,42,43,44,45,46,47,48,40,34,2,26,10,22,11,18,49,41,42,43,44,45,46,47,48,35,36,13,16,23,30,7,1,49,41,42,43,44,45,46,47,48,8,3,31,17,27,25,14,37,49,41,42,43,44,45,46,47,48,15,20,33,5,21,28,9,39,49,41,42,43,44,45,46,47,48,4,19,24,29,6,12,32,38
-1,49,41,42,43,44,45,46,47,48,9,15,1,22,28,20,39,35,49,41,42,43,44,45,46,47,48,25,4,31,6,16,14,37,26,49,41,42,43,44,45,46,47,48,8,2,30,36,18,12,32,21,49,41,42,43,44,45,46,47,48,19,11,7,27,38,34,5,24,49,41,42,43,44,45,46,47,48,23,17,13,10,33,29,3,40
-1,49,41,42,43,44,45,46,47,48,3,30,34,18,13,37,9,23,49,41,42,43,44,45,46,47,48,40,25,7,27,2,15,31,16,49,41,42,43,44,45,46,47,48,14,33,28,36,20,1,6,22,49,41,42,43,44,45,46,47,48,8,39,32,4,12,21,17,26,49,41,42,43,44,45,46,47,48,24,19,35,29,10,11,38,5
-1,49,41,42,43,44,45,46,47,48,19,23,36,34,14,1,6,28,49,41,42,43,44,45,46,47,48,25,12,18,33,40,5,9,27,49,41,42,43,44,45,46,47,48,24,13,35,39,30,3,20,10,49,41,42,43,44,45,46,47,48,26,38,22,8,15,4,17,32,49,41,42,43,44,45,46,47,48,37,2,31,29,11,21,7,16
-1,49,41,42,43,44,45,46,47,48,26,4,24,37,17,9,12,31,49,41,42,43,44,45,46,47,48,35,36,10,13,25,1,29,20,49,41,42,43,44,45,46,47,48,15,2,16,22,28,38,7,32,49,41,42,43,44,45,46,47,48,14,39,3,30,21,18,6,34,49,41,42,43,44,45,46,47,48,23,27,33,40,11,5,8,19
-1,49,41,42,43,44,45,46,47,48,28,2,21,16,32,38,11,7,49,41,42,43,44,45,46,47,48,12,37,5,22,10,29,35,20,49,41,42,43,44,45,46,47,48,27,15,24,4,34,18,40,8,49,41,42,43,44,45,46,47,48,6,25,39,14,30,1,19,31,49,41,42,43,44,45,46,47,48,17,33,9,26,3,23,36,13
-1,49,41,42,43,44,45,46,47,48,9,17,40,2,26,11,35,25,49,41,42,43,44,45,46,47,48,19,21,31,28,10,4,39,14,49,41,42,43,44,45,46,47,48,36,16,33,5,15,22,6,30,49,41,42,43,44,45,46,47,48,18,24,8,37,3,32,13,27,49,41,42,43,44,45,46,47,48,29,38,23,20,7,1,12,34
-1,49,41,42,43,44,45,46,47,48,26,20,6,2,23,32,36,11,49,41,42,43,44,45,46,47,48,25,31,1,15,7,30,37,16,49,41,42,43,44,45,46,47,48,33,5,18,40,28,24,14,10,49,41,42,43,44,45,46,47,48,39,29,22,13,3,9,17,35,49,41,42,43,44,45,46,47,48,19,8,4,34,21,27,38,12
-1,49,41,42,43,44,45,46,47,48,36,5,35,23,20,30,11,10,49,41,42,43,44,45,46,47,48,17,32,38,8,15,28,25,1,49,41,42,43,44,45,46,47,48,19,22,37,34,14,26,3,7,49,41,42,43,44,45,46,47,48,6,31,2,29,40,16,24,12,49,41,42,43,44,45,46,47,48,39,4,13,33,18,9,21,27
-1,49,41,42,43,44,45,46,47,48,17,26,21,1,14,39,10,32,49,41,42,43,44,45,46,47,48,16,28,40,5,12,6,35,23,49,41,42,43,44,45,46,47,48,7,25,34,13,19,2,36,30,49,41,42,43,44,45,46,47,48,27,18,11,22,31,3,9,38,49,41,42,43,44,45,46,47,48,4,33,29,37,8,20,15,24
-1,49,41,42,43,44,45,46,47,48,20,22,14,36,1,29,9,34,49,41,42,43,44,45,46,47,48,16,8,26,31,24,5,15,37,49,41,42,43,44,45,46,47,48,11,18,25,7,35,38,30,4,49,41,42,43,44,45,46,47,48,19,12,39,28,23,6,32,3,49,41,42,43,44,45,46,47,48,40,27,2,10,17,21,33,13
-1,49,41,42,43,44,45,46,47,48,15,33,26,40,20,8,2,23,49,41,42,43,44,45,46,47,48,14,7,36,4,34,28,16,21,49,41,42,43,44,45,46,47,48,29,19,31,38,9,25,11,5,49,41,42,43,44,45,46,47,48,39,10,22,17,30,32,13,1,49,41,42,43,44,45,46,47,48,24,12,27,18,37,35,6,3
-1,49,41,42,43,44,45,46,47,48,2,17,22,40,32,28,7,15,49,41,42,43,44,45,46,47,48,3,37,35,11,30,23,19,8,49,41,42,43,44,45,46,47,48,34,21,12,16,9,27,39,1,49,41,42,43,44,45,46,47,48,13,29,10,33,25,20,36,4,49,41,42,43,44,45,46,47,48,5,14,26,38,24,18,31,6
-1,49,41,42,43,44,45,46,47,48,26,14,5,38,8,23,35,20,49,41,42,43,44,45,46,47,48,16,15,37,22,1,6,34,30,49,41,42,43,44,45,46,47,48,9,27,21,17,40,32,2,11,49,41,42,43,44,45,46,47,48,19,28,33,12,10,36,3,24,49,41,42,43,44,45,46,47,48,29,7,39,13,25,31,4,18
-1,49,41,42,43,44,45,46,47,48,23,30,11,8,36,16,5,35,49,41,42,43,44,45,46,47,48,20,21,14,9,33,37,26,4,49,41,42,43,44,45,46,47,48,19,2,15,39,10,31,25,28,49,41,42,43,44,45,46,47,48,29,24,40,3,17,12,32,7,49,41,42,43,44,45,46,47,48,13,27,6,38,22,1,34,18
-1,49,41,42,43,44,45,46,47,48,30,39,4,22,7,32,20,12,49,41,42,43,44,45,46,47,48,21,17,15,9,38,3,35,27,49,41,42,43,44,45,46,47,48,29,18,6,40,5,13,25,33,49,41,42,43,44,45,46,47,48,2,10,16,28,37,34,24,11,49,41,42,43,44,45,46,47,48,8,19,31,1,36,23,14,26
-1,49,41,42,43,44,45,46,47,48,12,3,25,16,33,9,36,29,49,41,42,43,44,45,46,47,48,40,24,31,1,14,18,6,26,49,41,42,43,44,45,46,47,48,39,34,27,7,19,4,23,13,49,41,42,43,44,45,46,47,48,11,5,30,20,10,32,22,38,49,41,42,43,44,45,46,47,48,17,37,21,28,8,35,2,15
-1,49,41,42,43,44,45,46,47,48,26,35,19,1,25,6,14,36,49,41,42,43,44,45,46,47,48,3,10,13,37,29,34,24,18,49,41,42,43,44,45,46,47,48,33,8,5,12,22,40,30,20,49,41,42,43,44,45,46,47,48,11,23,4,32,7,17,27,38,49,41,42,43,44,45,46,47,48,15,2,9,21,16,39,31,28
-1,49,41,42,43,44,45,46,47,48,34,37,7,14,5,21,17,26,49,41,42,43,44,45,46,47,48,31,9,4,40,16,13,24,30,49,41,42,43,44,45,46,47,48,35,18,23,11,8,39,2,29,49,41,42,43,44,45,46,47,48,25,19,36,28,10,32,1,12,49,41,42,43,44,45,46,47,48,38,27,22,33,3,6,15,20
-1,49,41,42,43,44,45,46,47,48,8,21,20,34,3,40,26,11,49,41,42,43,44,45,46,47,48,31,4,27,12,18,25,37,10,49,41,42,43,44,45,46,47,48,35,5,15,30,16,9,36,22,49,41,42,43,44,45,46,47,48,7,2,17,14,28,24,33,39,49,41,42,43,44,45,46,47,48,6,32,19,1,29,23,13,38
-1,49,41,42,43,44,45,46,47,48,29,7,40,5,25,17,15,34,49,41,42,43,44,45,46,47,48,24,36,2,8,20,26,35,14,49,41,42,43,44,45,46,47,48,30,6,18,1,38,22,32,13,49,41,42,43,44,45,46,47,48,10,3,27,23,37,19,33,11,49,41,42,43,44,45,46,47,48,12,21,16,9,31,4,39,28
-1,49,41,42,43,44,45,46,47,48,38,26,14,8,34,25,16,1,49,41,42,43,44,45,46,47,48,35,37,13,3,18,27,23,7,49,41,42,43,44,45,46,47,48,12,19,31,22,4,29,9,40,49,41,42,43,44,45,46,47,48,21,33,2,17,15,39,30,6,49,41,42,43,44,45,46,47,48,24,28,5,20,11,10,36,32
-1,49,41,42,43,44,45,46,47,48,15,30,35,17,7,22,1,37,49,41,42,43,44,45,46,47,48,24,4,6,19,12,36,33,28,49,41,42,43,44,45,46,47,48,5,31,11,10,40,25,18,29,49,41,42,43,44,45,46,47,48,32,20,8,13,38,23,3,26,49,41,42,43,44,45,46,47,48,16,21,14,2,9,27,39,34
-1,49,41,42,43,44,45,46,47,48,30,36,18,12,23,1,9,35,49,41,42,43,44,45,46,47,48,6,29,15,37,5,31,16,25,49,41,42,43,44,45,46,47,48,39,14,2,8,34,26,20,21,49,41,42,43,44,45,46,47,48,19,13,33,3,7,38,27,22,49,41,42,43,44,45,46,47,48,24,40,17,4,10,11,28,32
-1,49,41,42,43,44,45,46,47,48,5,30,17,36,22,12,10,33,49,41,42,43,44,45,46,47,48,1,38,34,20,11,26,23,6,49,41,42,43,44,45,46,47,48,32,7,15,4,18,29,25,39,49,41,42,43,44,45,46,47,48,3,8,16,14,28,37,31,21,49,41,42,43,44,45,46,47,48,13,35,27,40,19,24,9,2
-1,49,41,42,43,44,45,46,47,48,11,31,21,39,30,17,2,8,49,41,42,43,44,45,46,47,48,27,7,1,12,34,37,19,24,49,41,42,43,44,45,46,47,48,38,6,18,35,15,4,22,29,49,41,42,43,44,45,46,47,48,10,32,16,28,14,40,25,5,49,41,42,43,44,45,46,47,48,3,23,36,9,26,20,13,33
-1,49,41,42,43,44,45,46,47,48,10,11,34,30,39,19,24,5,49,41,42,43,44,45,46,47,48,29,14,31,8,21,18,1,37,49,41,42,43,44,45,46,47,48,23,7,3,15,27,33,40,16,49,41,42,43,44,45,46,47,48,25,20,9,4,36,32,12,26,49,41,42,43,44,45,46,47,48,28,2,38,6,35,17,22,13
-1,49,41,42,43,44,45,46,47,48,25,30,34,2,9,11,36,20,49,41,42,43,44,45,46,47,48,18,1,35,29,24,8,39,14,49,41,42,43,44,45,46,47,48,28,10,40,32,5,21,15,17,49,41,42,43,44,45,46,47,48,3,31,19,7,26,23,13,38,49,41,42,43,44,45,46,47,48,37,4,22,12,16,6,33,27
-1,49,41,42,43,44,45,46,47,48,30,33,23,40,4,19,13,8,49,41,42,43,44,45,46,47,48,22,1,27,12,32,7,38,20,49,41,42,43,44,45,46,47,48,14,24,3,26,31,16,6,39,49,41,42,43,44,45,46,47,48,36,29,35,10,11,17,21,2,49,41,42,43,44,45,46,47,48,28,5,37,9,25,15,34,18
-1,49,41,42,43,44,45,46,47,48,1,33,12,6,16,21,30,40,49,41,42,43,44,45,46,47,48,11,8,17,32,25,39,27,3,49,41,42,43,44,45,46,47,48,9,38,14,2,23,35,20,26,49,41,42,43,44,45,46,47,48,36,19,4,13,29,7,24,34,49,41,42,43,44,45,46,47,48,5,31,18,22,28,15,10,37
